scene no,scene dialogue,chap no,chap dialogue,scene,chapter
39,"Otterton. He went crazy. Ripped up the car, scared my driver half to death and disappeared into the night. ",15,"He went crazy. Ripped up the car, scared my driver half to death, and disappeared into the night.",,
39,He's a sweet little otter. ,15,"He's a sweet little otter, ",,
39,"My child, we may be evolved... but deep down we are still animals. ",15,"My child, we may be evolved￼ … but deep down, we are still animals.",,
39,"You want to find Otterton... talk to the driver of the car. His name's Manchas, lives in the Rainforest District. Only he can tell you more. ",15,"You want to find Otterton, talk to the driver of the car. His name is Manchas, lives in the Rainforest District. Only he can tell you more.",,
======,Scene 39 is aligned with chapter 15,===========,=============,39,15
41,"Mr. Manchas? Judy Hopps, ZPD. We just want to know what happened to Emmitt Otterton. ",15,"Sir, my partner's an idiot. You're not in trouble. We just want to know what happened to Emmitt Otterton.",,
41,You should be asking... what happened to me. ,15,"You should be asking… what happened to me, ",,
41,Whoa. A teensy otter... did that? ,15,Whoa. A teensy otter… did that? ,,
41,What... happened? ,15,What… happened? ,,
41,He was an animal... down on all fours... he was a savage. ,22,"There's a sizable divot in your arm. I'd call that savage, ",,
41,"(haunted) There was no warning, he just kept yelling about the ""night howlers."" Over and over, ""the night howlers..."" ",24,"What were you going to do with those night howlers, Wezzleton? ",,
41,"Oh. So you know about the night howlers too? Good, good, good. Because the night howlers are exactly what we are here to talk about. (to Judy) Right? ",15,"Oh. Wow. That's crazy, because that is actually why we came to talk to you… about the night howlers. Right? ",,
41,"Yep. So, uh, you just open the door and tell us what you know and we will tell you what we know. Okay? ",15,"Yup. So you just open the door and tell us what you know, and we will tell you what we know, ",,
41,(considering) Okay. ,8,Glorious day! ,,
41,Clever fox. ,7,Sly￼ fox.,,
41,Mr. Manchas? ,15,Mr. Manchas? ,,
41,Buddy? ,15,Buddy? ,,
41,Are you... okay? ,15,Are you okay? ,,
41,Run. RUN! ,15,Run. RUN! ,,
41,What is wrong with him?! ,16,What is wrong with him? ,,
41,I don't know!! ,9,Not now! ,,
41,Jump! ,16,Jump! ,,
41,(to Nick) Head down! ,2,You scared now? ,,
41,Officer Hopps to dispatch! ,20,"Officer Hopps, it's time.",,
======,Scene 41 is aligned with chapter 15,===========,=============,41,15
42,"Are you familiar with Gazelle? Greatest singer of our lifetime-- angel with horns-- okay, hold on, keep watching. Who's that beside her? Who is it? ",16,"Greatest singer of our lifetime—angel with horns. Yeah, you gotta check it out. So good. Do you see who's beside her right now? ",,
42,"Wow, you are one hot dancer... (digitized robo-voice) ",16,"Wow. You are one hot dancer, ",,
42,(joyous laughter) It's me! Did you think it was real? It looks so real! It's not. It's just a new app. (finally notices ringing phone) Hold on a second-- ,16,Did you think it was real? It looks so real! It's not—it's just a new app.,,
42,CLAWHAUSER! ,5,TEN-HUT! ,,
42,Blue Rev. (mm/dd/yy)                  62. ,12,"Buddy, it's nice to see ya.",,
======,Scene 42 is aligned with chapter 16,===========,=============,42,16
43,"Clawhauser, listen to me! We have a 10-91! Jaguar gone savage! Vine and Tu-junja! ",16,We have a 10-91! Jaguar gone savage! Vine and Tu-junga! ,,
43,It's Tujunga! ,16,It's Tu-HUN-ga! ,,
43,"Okay, we're sending back up! Hopps? ",18,"They're heading out of town, ",,
43,There! Head to the skytrams! ,16,Head to the skytrams! ,,
43,Get in! Carrots? Carrots! ,16,Get in! Carrots? Carrots! ,,
43,Go! ,16,Go! ,,
43,"No, no, no! ",9,Not now! ,,
43,"Buddy, one predator to another--                      * ",20,So predators are the only ones going savage? ,,
43,"Now, I can tell you're a little tense, so I'm just gonna give you a little personal space-- ",16,"I can tell you're tense, so I'm just gonna give you a little personal space, ",,
43,"Rabbit, whatever you do, do not let go! ",16,"Rabbit, whatever you do, do not let go! ",,
43,I'm gonna let go! ,16,I'm gonna let go! ,,
43,"No, you what? No, I said-- listen-- noooo! ",20,"Oh, I think you said plenty, ",,
43,"One, two-- ",16,"One, two, ",,
43,Carrots. You saved my life. ,19,Carrots? Hopps? Judy! ,,
43,Well. That's what we do at the ,3,"Yeah, that's safe to have, ",,
43,(the branch snaps) Deeeeeeeeeeeee..... ,10,"What happened, meter maid? ",,
43,"Well, this should be good. ",16,"Well, this should be good, ",,
43,"I thought this was just a missing mammal case, but it's way bigger. ",5,"Finally, we have fourteen missing mammal cases, ",,
43,64. ,2,Ow! ,,
43,"Mr. Otterton did not just disappear. I believe he and this jaguar, they... went savage, Sir. ",20,What can you tell us about the animals that went savage? ,,
43,"(scoffing) Savage? This isn't the Stone Age, Hopps. Animals don't go savage. ",17,"Savage? This isn't the Stone Age, Hopps. Animals don't go savage.",,
43,"I thought so too, `til I saw this: ",17,"I thought so, too, until I saw this.",,
43,What? He was right here... ,17,"He was right here, ",,
43,"(not buying it) The ""savage"" jaguar. ",17,"The ‘savage' jaguar, ",,
43,"Sir, I know what I saw-- he almost killed us. ",17,"Sir, I know what I saw. He almost killed us, ",,
43,"Or maybe any aggressive predator looks savage to you rabbits. (calls out, to cops) Let's go. ",17,"Or maybe an aggressive predator looks savage to you rabbits, ",,
43,"Wait-- Sir, I'm not the only one who saw him! (to Nick) Nick! ",17,"Wait—sir, I'm not the only one who saw him! ",,
43,(incredulous) You think I'm going to believe a fox? ,17,You think I'm going to believe a fox? ,,
43,Well he was a key witness and I enlisted-- ,17,"Well, he was a key witness, and I enlisted￼ his services, ",,
43,(the last straw) Two days to find the otter... ,9,That's two days to find Emmitt Otterton.,,
43,65. ,2,Ow! ,,
43,or you quit... that was the deal. Badge. ,12,Sure. What's the… plate—,,
43,"But, Sir, we... ",9,"But, sir—",,
43,Badge. ,17,"Badge, ",,
43,"Uh, no. ",17,"Uh, no, ",,
43,"What did you say, fox? ",17,"What did you say,fox? ",,
43,"Sorry, what I said was, ""no."" She will not be giving you that badge. Look, you gave her a clown vest and a three-wheel joke-mobile and two days to solve a case you guys haven't cracked in two weeks? Yeah, no wonder she needed to get help from a fox, none of you guys were gonna help her, were you? ",17,"Look, you gave her a clown vest and a three-wheel joke-mobile￼ and two days to solve a case you guys haven't cracked in two weeks? Yeah, no wonder she needed to get help from a fox. None of you guys were gonna help her, were you? ",,
43,"Here's the thing Chief, you gave her the 48 hours, so technically we still have 10 left to find our Mr. Otterton... and that's exactly what we're gonna do, so if you'll excuse us... we have a very big lead to follow and a case to crack. Good day. ",17,"Here's the thing, Chief. You gave her forty-eight hours, so technically we still have ten left to find our Mr. Otterton… and that's exactly what we are gonna do. So if you'll excuse us… we have a very big lead￼ to follow and a case to crack. Good day.",,
43,Officer Hopps? ,17,Officer Hopps? ,,
======,Scene 43 is aligned with chapter 17,===========,=============,43,17
44,Thank you. ,17,"Thank you, ",,
44,Never let `em see that they get to you. ,17,"Never let them see that they get to you, ",,
44,"So, things do get to you... ",17,So things get to you? ,,
44,"No... I mean, not anymore. But I was small and emotionally unbalanced like you once. ",17,But I was small and emotionally unbalanced like you once.,,
44,Har-har. ,17,"Har-har, ",,
44,"(retreating into the memory) No, it's true. I think was 8, or maybe 9, and all I wanted to do was join the Junior Ranger Scouts. ",17,"No, it's true. I think I was eight, maybe nine, and all I wanted to do was join the Junior Ranger Scouts￼.",,
======,Scene 44 is aligned with chapter 17,===========,=============,44,17
45,"...so, my mom scraped together enough money to buy me a brand new uniform because, by God, I was gonna fit in. ",17,So my mom scraped together enough money to buy me a brand-new uniform.,,
======,Scene 45 is aligned with chapter 17,===========,=============,45,17
46,Even if I was the only predator in the troop-- ,3,"And I put some snacks in there, ",,
======,Scene 46 is aligned with chapter 3,===========,=============,46,3
47,...the only fox. ,7,Sly￼ fox.,,
47,"Okay, Nick! ",26,No! Nick! ,,
47,I was gonna be part of a pack. ,17,"I was gonna be part of a pack, ",,
47,Ready for initiation? ,7,"Really, for what? ",,
47,Yeah! Pretty much born ready. ,3,"Yeah, that's safe to have, ",,
47,I was so proud. ,20,"I am so nervous, ",,
47,Okay. Now raise your right hand and deliver the oath. ,20,Here. In case you need something to write with.,,
47,"I, Nicholas Wilde, promise to be brave, loyal, helpful, and trustworthy. ",10,"Nicholas Wilde, you are under arrest, ",,
47,Even though you're a fox? ,17,"What did you say,fox? ",,
47,What? ,26,What? ,,
47,"No! What did I do wrong, you guys?! No! Please tell me, what did I do wrong?! ",13,What did you do to make Mr. Big so mad at you? ,,
47,(muzzled) What did I do?! ,22,What did you say? ,,
47,"If you thought we would ever trust a fox without a muzzle, you're even dumber than you look. ",17,"If you thought we'd ever trust a fox without a muzzle, you're even dumber than you look, ",,
47,"Aw, is he gonna cry? ",2,"What're ya gonna do, cry? ",,
47,"I learned two things that day. One, I was never gonna let anyone see that they got to me. ",17,"One, I was never going to let anyone see that they got to me.",,
47,...And two? ,17,And two? ,,
47,"If the world's only gonna see a fox as shifty and untrustworthy, there's no point in trying to be anything else. ",20,That went so fast. I didn't get a chance to mention you or say anything about—,,
47,"Nick, you are so much more than that... ",17,You are so much more than that.,,
47,"Boy, look at that traffic down there. (putting on radio voice) How about we go out to Chuck in Traffic Central-- Chuck, how are things looking on the Jam Cams? ",13,"Long time no see! And speaking of no see, how about you forget you saw me? For old times' sake? ",,
47,"Nick, I'm glad you told me... ",17,"Nick, I'm glad you told me, ",,
47,(lightbulb moment!) The Jam Cams...! ,17,Wait! The Jam Cams! ,,
47,"Seriously, it's okay... ",17,"Seriously, it's okay, ",,
47,No-n-shh-shush! There are traffic cameras everywhere. All over the canopy. Whatever happened to that jaguar-- ,17,"N-no, shh-shush! There are traffic cameras everywhere. All over the canopy. Whatever happened to that jaguar—",,
47,The traffic cams would have caught it! ,17,The traffic cameras would have caught it! ,,
47,Bingo! ,17,Bingo! ,,
47,"Pretty sneaky, Slick. ",17,"Pretty sneaky, Slick.",,
47,"However. If you didn't have access to the system before, I doubt Chief Buffalo Butt is gonna let you into it now. ",17,"However. If you didn't have access to the system before, I doubt Chief Buffalo Butt is gonna give it to you now.",,
47,"(beat, then) No... But I have a friend at City Hall who might. ",17,No. But I've got a friend at city hall who might! ,,
======,Scene 47 is aligned with chapter 17,===========,=============,47,17
48,Sir? If we could just review these very important-- (almost drops binders) Sir? ,18,If we could just review these very important—,,
48,"Ooo, I'm so sorry... sir?! ",18,"Oh, I'm sorry… sir! ",,
48,"Okay. I heard you, Bellwether. Just take care of it! (setting another binder atop her stack) Please. And clear my afternoon, I'm going out. ",5,"I've got three items on the docket. First, we need to acknowledge the elephant in the room.",,
48,"No, no! But, sir, you do have a meeting with Herds and Grazing... sir, if I could just-- ",18,"But, sir, you have a meeting with Herds and Grazing… Sir—",,
48,"Oh, mutton chops. ",18,"Oh, mutton chops, ",,
48,Assistant Mayor Bellwether? We need your help. ,18,"Assistant Mayor Bellwether, ",,
======,Scene 48 is aligned with chapter 18,===========,=============,48,18
49,We just need to get into the traffic cam database. ,18,"We just need to get into the traffic camera database, ",,
49,"(mouths, to Hopps) So fluffy! ",18,Sooo fluffy! ,,
49,Hey! ,2,Hey! ,,
49,Sheep never let me this close. ,1,"There's never been a bunny cop, ",,
49,You can't just touch a sheep's wool... ,18,You can't touch that! Stop it! ,,
49,Where to? ,18,Where to? ,,
49,"Rainforest District, Vine and Tujunga. ",18,Rainforest District. Vine and Tujunga.,,
49,"There! Traffic cams for the whole city. This is so exciting, actually. Well, you know, I never get to do anything this important. ",18,"This is so exciting, actually. Well, you know, I never get to do anything this important, ",,
49,But you're the Assistant Mayor of Zootopia. ,18,"You're the assistant mayor of Zootopia, ",,
49,"Oh, I'm more of a glorified secretary. I think Mayor Lionheart just wanted the sheep vote... (then, cheerily) But he did give me that nice mug. ",18,I think Mayor Lionheart just wanted the sheep vote… But he did get me that nice mug.,,
49,Feels good to be appreciated. ,16,We're not gonna make it! ,,
49,Smellwether?! ,18,Smellwether! ,,
49,"That's a fun little name he likes to use. I called him Lionfart once. He did not care for that, let me tell you. It was not a good day for me. (pressing intercom button) Yes, sir? ",18,"Oh, that's a fun little name he uses. I called him Lionfart once. He didn't care for that.",,
49,I thought you were going to cancel my afternoon?! ,18,I thought you were going to cancel my afternoon! ,,
49,"Oh, dear. I better go -- (to Hopps, while leaving) Let me know what you find. It was really nice for me to be-- ",18,"Oh, dear… I better go. Let me know what you find. It was really nice for me to—",,
49,"While we're young, Smellwether! ",18,"While we're young, Smellwether! ",,
49,You think when she goes to sleep she counts herself? ,17,You think I'm going to believe a fox? ,,
49,"Shush. Okay, traffic cams... (looking at computer) Tujunga, Tujunga... we're in. ",18,"Okay. Traffic cameras. Tujunga, Tujunga… we're in.",,
49,Who are these guys? ,18,Who are these guys? ,,
49,Timberwolves. Look at these dumdums. ,18,Timber wolves. Look at these dum-dums.,,
49,Betcha a nickel one of em's gonna howl. ,18,"Bet you a nickel one of them's gonna howl, ",,
49,And there it is. What is it with wolves and the howling? It's like-- ,18,There it is. What is with wolves and howling? ,,
49,(light-bulb moment) Howlers! Night howlers! That's what Manchas was afraid of... wolves! The wolves are the night howlers. If they took Manchas... ,18,That's what Manchas was afraid of—wolves!The wolves are the night howlers. If they took Manchas—,,
49,...I bet they took Otterton too. ,18,"I bet they took Otterton, too, ",,
49,All we gotta do is find out where they went. ,18,"All we've gotta do is find out where they went, ",,
49,Wait. Where'd they go? ,18,Wait. Where'd they go? ,,
49,"You know, if I wanted to avoid surveillance because I was doing something illegal-- which I never have-- I would use the maintenance tunnel 6B... which would put them out... ",18,"You know, if I wanted to avoid surveillance￼ because I was doing something illegal—which I never have—I'd use the maintenance￼ tunnel 6B, which would put them out… ",,
49,...right there. ,18,Right there.,,
49,"Well, look at you, Junior Detective. You know, I think you'd actually make a pretty good cop. ",18,"Junior Detective. You know, I think you'd actually make a pretty good cop.",,
49,How dare you. ,18,"How dare you, ",,
49,Acacia alley... Ficus underpass... South Canyon... ,14,"This is a simple misunderstanding, ",,
49,They're heading out of town... Where does that road go? ,18,"They're heading out of town, ",,
======,Scene 49 is aligned with chapter 18,===========,=============,49,18
50,"Gary, quit it, you're gonna start a howl. ",19,"Quit it, Gary. You're gonna start a howl.",,
50,I didn't start it. (more howling off-screen) Oooooooo! ,19,I didn't start it. Ooooooooo! ,,
50,Oooooooooo! ,19,Ooooooooo! ,,
50,Come on! ,19,Come on! ,,
50,You are a clever bunny. ,2,"You're awesome, Judy! ",,
======,Scene 50 is aligned with chapter 19,===========,=============,50,19
51,It looks like this was a hospital. ,19,"Looks like this was a hospital, ",,
51,"(turns to Hopps) You know, after you, you're the cop. ",19,"You know, after you, ",,
======,Scene 51 is aligned with chapter 19,===========,=============,51,19
52,Okay. All clear. ,9,"Okay… deal, ",,
52,All this equipment is brand new... ,23,"All right, get in here.",,
52,Carrots...? ,26,Carrots! ,,
52,Claw marks... ,19,Claw marks? ,,
52,"Yeah. Huge, huge, claw marks. I mean, what kind of-- ",19,"Yeah, huge, huge claw marks. But what kind of anima—",,
52,Mr. Manchas. ,15,Mr. Manchas? ,,
52,"It's him. We found our otter. (to the otter, gently) Mr. Otterton, my name is Officer Judy Hopps. Your wife sent me to find you. We're gonna get you out of here now. ",19,"Mr. Otterton, my name is Officer Judy Hopps. Your wife sent me to find you. We're gonna get you out of here now.",,
52,Or not. Guess he's in no rush to get home to the Missus. ,19,Guess he's in no rush to get home to the Mrs.,,
52,"...11, 12, 13, 14. Not including Manchas it's 14... (lightbulb) Chief Bogo handed out 14 Missing Mammal files... They're all here. All the missing mammals are right here. ",19,Chief Bogo handed out fourteen missing mammal files… All the missing mammals are right here! ,,
52,"Enough! I don't want excuses, Doctor, I want answers. ",19,"I don't want excuses, Doctor, I want answers.",,
52,"Mayor Lionheart, please, we're doing everything we can. ",9,"Ma'am, as I've told you, we are doing everything we can, ",,
52,"Really? Cuz I got a dozen and a half animals here who've gone off the rails crazy-- and you can't tell me why. Now, I'd call that awfully far from doing everything. ",19,"Because I got a dozen and a half animals here who've gone off-the-freaking-rails crazy, and you can't tell me why. I'd call that awfully far from doing everything.",,
52,"Sir, it may be time to consider their biology. ",19,"Sir, it may be time to consider their biology, ",,
52,What? What do you mean biology? ,20,What do you mean by that? ,,
52,The only animals going savage are predators. We cannot keep it a secret. We need to come forward. ,19,"We both know what they all have in common. We can't keep it a secret. We need to come forward, ",,
52,"Hmm... Great idea. Tell the public. And how do you think they're gonna feel about their mayor, who is a lion?! I'll be ruined! ",13,"Does seeing me fail somehow make you feel better about your own sad, miserable life? ",,
52,"Well, what does Chief Bogo say? ",19,What does Chief Bogo think? ,,
52,Chief Bogo doesn't know. And we are going to keep it that way. ,19,Chief Bogo doesn't know. And we are going to keep it that way.,,
52,Someone's here! ,19,Someone's here! ,,
52,"Sir, you need to go, now! (calls out) Security! Sweep the area! ",19,"Sir, you need to go now, ",,
52,Great! We're dead. We're dead. That's it. I'm dead. You're dead. Everybody's dead. ,19,"Great, we're dead. That's it. I'm dead. You're dead. Everybody's dead, ",,
52,Can you swim? ,19,Can you swim? ,,
52,"What? Can I swim? Yes, I can swim. Why? ",19,What? Can I swim? Of course. Why? ,,
52,Carrots?! Hopps?! Judy?! ,19,Carrots? Hopps? Judy! ,,
52,We gotta tell Bogo! ,19,We've got to tell Bogo.,,
======,Scene 52 is aligned with chapter 19,===========,=============,52,19
53,"Wow, you are one hot dancer... (robo-voice) ",16,"Wow. You are one hot dancer, ",,
53,Chief Bogo! ,19,Come on! ,,
53,(guilty) Not now! ,9,Not now! ,,
53,"Wait, is that Gazelle? ",20,Why is that happening? ,,
53,(struggling to silence his phone) No! ,24,"I'm going to name her Judy, ",,
53,"I am Gazelle, and you are one hot dancer. ",16,"Wow. You are one hot dancer, ",,
53,"You have the app too?! (ecstatic) Oh, jeeeeez! ",8,Leave the meter maid alone! ,,
53,"Clawhauser, can't you see I'm working on the missing mammal cases?! ",5,"Sir, you said there are fourteen missing mammal cases.",,
53,"Oh, yes of course! About that, sir... Officer Hopps just called... She found all of `em. ",9,I just heard Officer Hopps is taking the case! ,,
53,Wow! I'm impressed. ,15,What… happened? ,,
======,Scene 53 is aligned with chapter 9,===========,=============,53,9
54,"Mayor Lionheart, you have the right to remain silent. Anything-- ",23,We're gonna follow the night howlers. Know this guy? ,,
54,You don't understand. I was trying to protect the city. ,12,You said this was going to be quick! ,,
54,You were just trying to protect your job. ,17,You think I'm going to believe a fox? ,,
54,"No. Listen, we still don't know why this is happening. It could destroy Zootopia. ",2,"Oh, you don't know when to quit, do you? ",,
54,You have the right to remain silent. Anything you say can and will be used against you in a court of law... ,6,"Listen, buddy. There aren't any fox ice cream joints in your part of town? ",,
======,Scene 54 is aligned with chapter 2,===========,=============,54,2
55,"Ladies and Gentlemammals... 14 mammals went missing and all 14 have been found by our newest recruit, who will speak to you in a moment. But first, let me remind you-- ",20,"Fourteen mammals went missing, and all fourteen have been found by our newest recruit, who will speak to you in a moment.",,
55,Rrrgh. I am so nervous... ,20,"I am so nervous, ",,
55,"Okay, press conference 101: You wanna look smart? ",20,"Okay, Press Conference 101, ",,
55,80. ,2,Ow! ,,
55,"Answer their question with your own question and then answer that question. Like this, ""Excuse me. Officer Hopps, what can you tell us about the case?"" (pretending to be Hopps) ""Well, was this a tough case? Yes. Yes it was."" You see? ",20,"You wanna look smart, answer their questions with your own rhetorical￼ questions. Then answer that question. Okay like this, ‘Was this a tough case? Yes. Yes, it was.' ",,
55,You should be there with me. We did this together. ,20,"You should be up there with me. We did this together, ",,
55,"Well, am I a cop? No. No, I am not. ",20,"Well, am I a cop? No. No, I'm not, ",,
55,"Funny you should say that, because I've been thinking... it would be nice to have a partner. ",20,"Funny you should say that… because I've been thinking. It would be nice to have a partner, ",,
55,Here. In case you need something to write with. ,20,Here. In case you need something to write with.,,
55,"At twenty-two hundred hours, we found all these missing animals... ",22,"Anyhow, I brought you all these pies, ",,
55,"Officer Hopps, it's time. ",20,"Officer Hopps, it's time.",,
55,"So now, I'll turn things over to the officer who cracked the case. Officer Judy Hopps. ",21,"Don't give yourself so much credit, Hopps, ",,
55,Officer Hopps! / Over here! / Here! ,20,"Officer Hopps, it's time.",,
55,(pointing to a REPORTER) Yes? ,17,So things get to you? ,,
55,What can you tell us about the animals that went savage? ,20,What can you tell us about the animals that went savage? ,,
55,"Well, the animals in question... (glances at Nick) Are they all different species? Yes. Yes they are. ",20,"Well, the animals in question… Are they all different species? Yes. Yes, they are, ",,
55,"Okay, so what is the connection? ",20,"Okay, what's the connection? ",,
55,"Well, all we know is that they are all members of the predator family. ",20,"All we know is that they're all members of the predator family, ",,
55,"So, predators are the only ones going savage? ",20,So predators are the only ones going savage? ,,
55,"That is accu-- Yes, that is accurate. Yes... ",8,That's right. You get some rest! ,,
55,Wow. Why is that happening? ,20,Why is that happening? ,,
55,We still don't know-- ,20,We still don't know—,,
55,"(trying to appease) Ah, it may have something to do with biology. ",20,"BUT, but, but… it may have something to do with biology, ",,
55,What do you mean by that? ,20,What do you mean by that? ,,
55,"A biological component. You know, something in their DNA... ",20,"A biological component. You know, something in their DNA, ",,
55,"(more aggressive) In their DNA? Can you elaborate on that, please? ",20,"In their DNA? Can you elaborate￼ on that, please? ",,
55,"Yes. What I mean is, thousands of years ago... um... predators survived through their aggressive hunting instincts. For whatever reason, they seem to be reverting back to their primitive, savage ways. ",20,"Thousands of years ago… predators survived through their aggressive hunting instincts. For whatever reason, they're reverting back to their savage ways.",,
55,Of course they did. ,26,"Of course not… he is, ",,
55,"(during flashback) Aw, is he gonna cry. ",13,I know whose car this is. We gotta go.,,
55,"(on Nick, as flashback ends) Officer Hopps, could it happen again? ",20,"Officer Hopps, could it happen again? ",,
55,It is possible. So we must be vigilant. And we at the ZPD are prepared and are here to protect you... ,20,We must be vigilant￼. And we at the ZPD are prepared and are here to protect you.,,
55,Will more mammals go savage? / What is being done to protect us? / Have you considered a mandatory quarantine on predators? ,13,"Long time no see! And speaking of no see, how about you forget you saw me? For old times' sake? ",,
55,"Okay, thank you Officer Hopps, uh, that's all the time that we have. No more questions... ",20,"Uh, thank you, Officer Hopps. Uh, no more questions.",,
55,Was I okay? ,12,… today? ,,
55,"Oh, you did fine. ",11,"Oh, for sure, ",,
55,(excited) That went so fast! I didn't get a chance to mention you or say anything about how we-- ,20,That went so fast. I didn't get a chance to mention you or say anything about—,,
55,"(upset) Oh, I think you said plenty. ",20,"Oh, I think you said plenty, ",,
55,What do you mean? ,20,What do you mean? ,,
55,"(sarcastic, hard) Clearly, there's a biological component? These predators may be reverting back to their primitive, savage ways. Are you serious? ",20,These predators may be reverting back to their primitive savage ways.,,
55,"I just stated the facts of the case. I mean, it's not like a bunny could go savage... ",20,"I mean, it's not like a bunny could go savage.",,
55,Right. But a fox could? Huh? ,20,"No, but a fox could, huh? ",,
55,"Nick, stop it. You're not like them. ",20,"Stop it, Nick! You're not like them.",,
55,"Oh, there's a them now? ",20,There's a them now? ,,
55,You know what I mean. You're not that kind of predator. ,20,You know what I mean. You're not that kind of predator.,,
55,The kind that needs to be muzzled? The kind that makes you think you need to carry around Fox Repellent? ,21,The world has always been broken. That's why we need good cops like you.,,
55,"Yeah, don't think I didn't notice that little item the first time we met. (escalating anger) So let me ask you a question. Are you afraid of me? (Hopps looks heartbroken) Do you think I might go nuts? Do you think I might go savage? Do you think I might try to... EAT YOU?! ",20,"The kind that needs to be muzzled? The kind that makes you think you need to carry around fox repellent? Yeah, don't think I didn't notice that little item the first time we met.",,
55,"(calm, hurt) ...I knew it. Just when I thought somebody actually believed in me... ",20,"I knew it. Just when I thought somebody actually believed in me, ",,
55,Probably best if you don't have a predator as a partner. ,20,Probably best if you don't have a predator as a   partner.,,
55,No. Nick. Nick! ,26,No! Nick! ,,
55,Officer Hopps! Were you just threatened by that predator? ,20,"Officer Hopps, could it happen again? ",,
55,No. He's my friend. ,9,"He's a florist, ",,
55,We can't even trust our own friends? ,2,Wicked! You got our tickets! ,,
55,That is not what I said! Please! ,21,"That's not my husband, ",,
55,Are we safe? / Have any other foxes gone savage? ,20,So predators are the only ones going savage? ,,
======,Scene 55 is aligned with chapter 20,===========,=============,55,20
56,More bad news in this city gripped by fear. ,12,You said this was going to be quick! ,,
56,"A caribou is in critical condition, the victim of a mauling by a savage polar bear. This-- the 27th such attack-- comes just one week after ZPD Officer Judy Hopps connected the violence to traditionally predatory animals. ",15,"He was an animal, down on all fours. He was a savage.There was no warning, just kept yelling about the ‘night howlers, the night howlers, ' over and over.",,
56,"Meanwhile, a peace rally organized by pop star, Gazelle, was marred by protest. ",9,We little guys really need to stick together! Right? ,,
56,"Go back to the forest, predator! ",21,"Go back to the forest, predator! ",,
56,I'm from the savannah! ,21,I'm from the savanna! ,,
56,"Zootopia is a unique place. It's a crazy, beautiful, diverse city where we celebrate our differences. (gestures to PROTESTERS in background) This is not the Zootopia I know. ",11,"What was it you said? ‘Any moron can run a plate'? Gosh… if only there were a moron around who was up to the task…, ",,
56,The Zootopia I know is better than this. ,11,"Yeah, in Zootopia anyone can be anything…, ",,
56,86. ,2,Ow! ,,
56,We don't just blindly assign blame. We don't know why these attacks keep happening... ,26,"I'm not going to leave you behind. That's not happening, ",,
56,...but it is irresponsible to label all predators as savages. ,20,Probably best if you don't have a predator as a   partner.,,
56,That's not my Emmitt. ,21,"That's not my husband, ",,
56,We cannot let fear divide us. Please-- give me back the Zootopia I love... ,25,"We need to get this evidence to the ZPD, ",,
======,Scene 56 is aligned with chapter 21,===========,=============,56,21
57,Come on Hopps. The new Mayor wants to see us. ,21,"Come on, Hopps.The new mayor wants to see us.",,
57,The Mayor? Why? ,9,What? Why? ,,
57,It would seem you've arrived. ,21,"It would seem you've arrived, ",,
======,Scene 57 is aligned with chapter 21,===========,=============,57,21
58,Clawhauser? What're you doing? ,21,Clawhauser? What're you doing? ,,
58,"Um, they thought it would be better if a predator such as myself wasn't the first face you that you see when you walk into the ZPD. ",21,"Oh, they thought it would be better if a predator such as myself wasn't the first face you see when you walk into the ZPD. So they're moving me to Records downstairs. By the boiler, ",,
58,What? ,26,What? ,,
58,They're gonna move me to Records. It's downstairs. By the boiler. ,23,We're gonna follow the night howlers. Know this guy? ,,
58,Hopps! ,21,"Hopps, ",,
======,Scene 58 is aligned with chapter 21,===========,=============,58,21
59,Um... I don't understand. ,21,I don't understand.,,
59,"Our city is 90% prey, Judy. And right now they're just really scared. You're a hero to them. They trust you. And so that's why Chief Bogo and I want you to be the public face of the ZPD. ",21,"And right now, they're just really scared. You're a hero to them. They trust you. And so that's why Chief Bogo and I want you to be the public face of the ZPD.",,
59,"(struggling to find words) I'm not... I'm not a hero. I came here to make the world a better place, but I think I broke it. ",21,"I came here to make the world a better place, but I think I broke it.",,
59,"Don't give yourself so much credit, Hopps. The world has always been broken. That's why we need good cops-- like you. ",21,The world has always been broken. That's why we need good cops like you.,,
59,"With all due respect, sir, a good cop is supposed to serve and protect-- help the city. Not tear it apart. (deep sigh) I don't deserve this badge. ",21,"With all due respect, sir, a good cop is supposed to serve and protect—help the city, not tear it apart￼, ",,
59,Hopps. ,21,"Hopps, ",,
59,"Judy, you've worked so hard to get here. It's what you've wanted since you were a kid. You can't quit... ",21,"Judy. This is what you've always wanted. Since you were a kid… you can't quit…, ",,
59,Thank you for the opportunity. ,21,"Thank you for the opportunity, ",,
======,Scene 59 is aligned with chapter 21,===========,=============,59,21
60,A dozen carrots. ,22,"Four dozen carrots, ",,
60,Thanks! ,16,There! ,,
60,Have a nice day. ,22,Have a nice day.,,
60,(to daughter) Come on. ,6,"Two hundred and one, ",,
60,"Hey there, Jude-- Jude the dude, remember that one? How we doin? ",22,"Hey there, Jude—Jude the Dude, remember that one? How we doin'? ",,
60,I'm fine. ,22,I'm fine.,,
60,You are not fine. Your ears are droopy. ,22,"You are not fine. Your ears are droopy, ",,
60,Why did I think I could make a difference? ,22,Why did I think I could make a difference? ,,
60,"Because you're a trier, that's why. ",22,"Well, because you're a trier, that's why, ",,
60,You've always been a trier. ,22,"You've always been a trier, ",,
