,index,type,title,text,chars,scene,text_in_book,score,chapter,vote_chapter,vote_percentage
512,738,dialog,MR. BIG,You come here unannounced... on the day my daughter is to be married? ,"{'hopps': 6, 'nick': 9}",38,You come here unannounced… on the day my daughter is to be married? ,0.9871363,6,6,0.8846153846153846
513,739,dialog,NICK,"Well actually we were brought here against our will, so... (Mr. Big is not impressed) Point is, I did not know it was your car, and I certainly did not know about your daughter's wedding. ","{'hopps': 6, 'nick': 9}",38,"Well, actually, we were brought here against our will, so… Point is, I did not know it was your car, and I certainly did not know about your daughter's wedding, ",0.9617159,6,6,0.8846153846153846
514,740,dialog,MR. BIG,"I trusted you, Nicky... I welcomed you into my home... we broke bread together... Gram-mama made you her cannoli. And how did you repay my generosity? With a rug... made from the butt of a skunk. A skunk butt rug. You disrespected me. You disrespected my gram-mama who I buried in that skunk butt rug. I told you never to show your face here again, but here you are, snooping around with this... (re. Hopps) What are you, a performer? What's with the costume? ","{'hopps': 6, 'nick': 9}",38,"And how did you repay my generosity? With a rug… made from the butt of a skunk. A skunk-butt rug. You disrespected me. You disrespected my gram-mama, who I buried in that skunk-butt rug. I told you never to show your face here again, but here you are, snooping￼ around with this… ",0.7521698,6,6,0.8846153846153846
515,741,dialog,HOPPS,"Sir, I am a c-- ","{'hopps': 6, 'nick': 9}",38,"Sir, I am a co—",0.59071875,6,6,0.8846153846153846
516,742,dialog,NICK,"Mime! She is a mime. This mime, cannot speak. You can't speak if you're a mime. ","{'hopps': 6, 'nick': 9}",38,She is a mime. This mime cannot speak. You can't speak if you're a mime.,0.9760873,6,6,0.8846153846153846
517,743,dialog,HOPPS,"No. I am a cop. And I'm on the Emmitt Otterton case, and my evidence puts him in your car, so intimidate me all you want, I'm going to find out what you did to that otter if it's the last thing I do. ","{'hopps': 6, 'nick': 9}",38,"And I'm on the Emmitt Otterton case. My evidence puts him in your car, so intimidate me all you want; I'm going to find out what you did to that otter if it's the last thing I do.",0.813513,6,6,0.8846153846153846
518,745,dialog,MR. BIG,Then I have only one request: say hello to Gram-mama. Ice `em! ,"{'hopps': 6, 'nick': 9}",38,"I trusted you, Nicky. I welcomed you into my home. We broke bread together. Gram-mama made you her cannoli.",0.45079473,6,6,0.8846153846153846
519,747,dialog,NICK,Whoa-- I didn't see nothing-- I'm not saying nothing-- ,"{'hopps': 6, 'nick': 9}",38,Whoa! I didn't see nothing! I'm not saying nothing! ,0.84283733,6,6,0.8846153846153846
520,748,dialog,MR. BIG,And you never will-- ,"{'hopps': 6, 'nick': 9}",38,"You'll never be a real cop, ",0.44859624,26,6,0.8846153846153846
521,750,dialog,NICK,Please! No no no! If you're mad at me about the rug I've got more rugs! ,"{'hopps': 6, 'nick': 9}",38,"No, no, no! If you're mad at me about the rug, I've got more rugs! ",0.95155245,6,6,0.8846153846153846
522,752,dialog,FRU FRU SHREW,"Oh, Daddy, it's time for our dance. (sees them trying to kill Nick) What did we say? No icing anyone at my wedding! ","{'hopps': 6, 'nick': 9}",38,What did we say? No icing anyone at my wedding.,0.6237143,6,6,0.8846153846153846
523,753,dialog,MR. BIG,"I have to, baby. Daddy has to. (to Thugs) Ice `em. ","{'hopps': 6, 'nick': 9}",38,Ice 'em.,0.56018716,6,6,0.8846153846153846
524,755,dialog,FRU FRU SHREW,Wait. WAIT! She's the bunny that saved my life yesterday. From that giant donut. ,"{'hopps': 6, 'nick': 9}",38,I know her. She's the bunny who saved my life yesterday. From that giant donut.,0.91916883,6,6,0.8846153846153846
525,756,dialog,MR. BIG,This bunny? ,"{'hopps': 6, 'nick': 9}",38,This bunny? ,0.99999994,6,6,0.8846153846153846
526,757,dialog,FRU FRU SHREW,Yeah. Hi! ,"{'hopps': 6, 'nick': 9}",38,"Hi, ",0.6852723,6,6,0.8846153846153846
527,758,dialog,HOPPS,"Hi. (warm, whisper) I love your dress. ","{'hopps': 6, 'nick': 9}",38,I love your dress.,0.73640466,6,6,0.8846153846153846
528,759,dialog,FRU FRU SHREW,"Aw, thank you. ","{'hopps': 6, 'nick': 9}",38,"Aw, thank you, ",0.904858,6,6,0.8846153846153846
529,761,dialog,MR. BIG,"Put `em down. (then, to Hopps) You have done me a great service. I will help you find the otter. I will take your kindness... and pay it forward. ","{'hopps': 6, 'nick': 9}",38,You have done me a great service. I will help you find the otter. I will take your kindness… and pay it forward.,0.81894803,6,6,0.8846153846153846
530,764,dialog,MR. BIG,Otterton is my florist. He's like a part of the family. He had something important he wanted to discuss. That's why I sent that car to pick him up. But he never arrived. ,{'hopps': 3},39,"Otterton is my florist, ",0.85505515,7,7,0.75
531,765,dialog,HOPPS,Because he was attacked. ,{'hopps': 3},39,"Because he was attacked, ",0.98881704,7,7,0.75
532,766,dialog,MR. BIG,No... he attacked. ,{'hopps': 3},39,"No… he attacked, ",0.94191927,7,7,0.75
533,767,dialog,HOPPS,Otterton? ,{'hopps': 3},39,"I bet they took Otterton, too, ",0.7458146,10,7,0.75
534,768,dialog,MR. BIG,"Otterton. He went crazy. Ripped up the car, scared my driver half to death and disappeared into the night. ",{'hopps': 3},39,"I bet they took Otterton, too, ",0.6297099,10,7,0.75
535,769,dialog,HOPPS,He's a sweet little otter. ,{'hopps': 3},39,"He's a sweet little otter, ",0.9881522,7,7,0.75
536,770,dialog,MR. BIG,"My child, we may be evolved... but deep down we are still animals. ",{'hopps': 3},39,"My child, we may be evolved￼ … but deep down, we are still animals.",0.81500524,7,7,0.75
537,772,dialog,MR. BIG,"You want to find Otterton... talk to the driver of the car. His name's Manchas, lives in the Rainforest District. Only he can tell you more. ",{'hopps': 3},39,"You want to find Otterton, talk to the driver of the car. His name is Manchas, lives in the Rainforest District. Only he can tell you more.",0.9875113,7,7,0.75
538,775,dialog,HOPPS,"Mr. Manchas? Judy Hopps, ZPD. We just want to know what happened to Emmitt Otterton. ","{'hopps': 11, 'nick': 4}",41,"Judy Hopps, ZPD. I'd like to ask you some questions about Emmitt Otterton.",0.7264023,7,7,0.631578947368421
539,777,dialog,MANCHAS,You should be asking... what happened to me. ,"{'hopps': 11, 'nick': 4}",41,"You should be asking… what happened to me, ",0.93595827,7,7,0.631578947368421
540,779,dialog,NICK,Whoa. A teensy otter... did that? ,"{'hopps': 11, 'nick': 4}",41,Whoa. A teensy otter… did that? ,0.9888836,7,7,0.631578947368421
541,780,dialog,HOPPS,What... happened? ,"{'hopps': 11, 'nick': 4}",41,What… happened? ,0.87233937,7,7,0.631578947368421
542,783,dialog,MANCHAS,He was an animal... down on all fours... he was a savage. ,"{'hopps': 11, 'nick': 4}",41,"He was an animal, down on all fours. He was a savage.There was no warning, just kept yelling about the ‘night howlers, the night howlers, ' over and over.",0.76179147,7,7,0.631578947368421
543,785,dialog,MANCHAS,"(haunted) There was no warning, he just kept yelling about the ""night howlers."" Over and over, ""the night howlers..."" ","{'hopps': 11, 'nick': 4}",41,"He was an animal, down on all fours. He was a savage.There was no warning, just kept yelling about the ‘night howlers, the night howlers, ' over and over.",0.7935044,7,7,0.631578947368421
544,787,dialog,NICK,"Oh. So you know about the night howlers too? Good, good, good. Because the night howlers are exactly what we are here to talk about. (to Judy) Right? ","{'hopps': 11, 'nick': 4}",41,"Oh. Wow. That's crazy, because that is actually why we came to talk to you… about the night howlers. Right? ",0.8256272,7,7,0.631578947368421
545,788,dialog,HOPPS,"Yep. So, uh, you just open the door and tell us what you know and we will tell you what we know. Okay? ","{'hopps': 11, 'nick': 4}",41,"Yup. So you just open the door and tell us what you know, and we will tell you what we know, ",0.92703927,7,7,0.631578947368421
546,789,dialog,MANCHAS,(considering) Okay. ,"{'hopps': 11, 'nick': 4}",41,Okay.,0.4360885,28,7,0.631578947368421
547,791,dialog,HOPPS,Clever fox. ,"{'hopps': 11, 'nick': 4}",41,Dumb fox.,0.8039586,21,7,0.631578947368421
548,793,dialog,HOPPS,Mr. Manchas? ,"{'hopps': 11, 'nick': 4}",41,Mr. Manchas? ,1.0,7,7,0.631578947368421
549,795,dialog,NICK,Buddy? ,"{'hopps': 11, 'nick': 4}",41,Buddy? ,1.0000001,7,7,0.631578947368421
550,796,dialog,HOPPS,Are you... okay? ,"{'hopps': 11, 'nick': 4}",41,Are you okay? ,0.78001004,7,7,0.631578947368421
551,798,dialog,HOPPS,Run. RUN! ,"{'hopps': 11, 'nick': 4}",41,Run. RUN! ,1.0000001,7,7,0.631578947368421
552,800,dialog,NICK,What is wrong with him?! ,"{'hopps': 11, 'nick': 4}",41,What is wrong with him? ,0.90371376,8,7,0.631578947368421
553,801,dialog,HOPPS,I don't know!! ,"{'hopps': 11, 'nick': 4}",41,I don't understand.,0.49634576,14,7,0.631578947368421
554,803,dialog,HOPPS,Jump! ,"{'hopps': 11, 'nick': 4}",41,Jump! ,0.9999998,8,7,0.631578947368421
555,805,dialog,HOPPS,(to Nick) Head down! ,"{'hopps': 11, 'nick': 4}",41,Nick! ,0.63516027,13,7,0.631578947368421
556,807,dialog,HOPPS,Officer Hopps to dispatch! ,"{'hopps': 11, 'nick': 4}",41,Officer Hopps? ,0.8085402,9,7,0.631578947368421
557,809,dialog,CLAWHAUSER,"Are you familiar with Gazelle? Greatest singer of our lifetime-- angel with horns-- okay, hold on, keep watching. Who's that beside her? Who is it? ",{'hopps': 1},42,"Greatest singer of our lifetime—angel with horns. Yeah, you gotta check it out. So good. Do you see who's beside her right now? ",0.7761798,8,8,0.8
558,811,dialog,GAZELLE,"Wow, you are one hot dancer... (digitized robo-voice) ",{'hopps': 1},42,"Wow. You are one hot dancer, ",0.71484816,8,8,0.8
559,812,dialog,CLAWHAUSER,(joyous laughter) It's me! Did you think it was real? It looks so real! It's not. It's just a new app. (finally notices ringing phone) Hold on a second-- ,{'hopps': 1},42,Did you think it was real? It looks so real! It's not—it's just a new app.,0.8442482,8,8,0.8
560,814,dialog,HOPPS,CLAWHAUSER! ,{'hopps': 1},42,Clawhauser! ,1.0000001,8,8,0.8
561,815,dialog,CLAWHAUSER!,Blue Rev. (mm/dd/yy)                  62. ,{'hopps': 1},42,Blueberry? ,0.31215897,19,8,0.8
562,817,dialog,HOPPS,"Clawhauser, listen to me! We have a 10-91! Jaguar gone savage! Vine and Tu-junja! ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,We have a 10-91! Jaguar gone savage! Vine and Tu-junga! ,0.81665385,8,9,0.4358974358974359
563,818,dialog,NICK,It's Tujunga! ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,It's Tu-HUN-ga! ,0.6673134,8,9,0.4358974358974359
564,820,dialog,CLAWHAUSER,"Okay, we're sending back up! Hopps? ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Sending back up! Hopps? HOPPS? ! ,0.9041901,8,9,0.4358974358974359
565,822,dialog,HOPPS,There! Head to the skytrams! ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Head to the skytrams! ,0.9364539,8,9,0.4358974358974359
566,824,dialog,NICK,Get in! Carrots? Carrots! ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Get in! Carrots? Carrots! ,1.0000002,8,9,0.4358974358974359
567,826,dialog,HOPPS,Go! ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Go! ,1.0,8,9,0.4358974358974359
568,828,dialog,NICK,"No, no, no! ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,No! ,0.5935158,4,9,0.4358974358974359
569,830,dialog,NICK,"Buddy, one predator to another--                      * ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Now predator and prey live in harmony.,0.64611995,1,9,0.4358974358974359
570,832,dialog,NICK,"Now, I can tell you're a little tense, so I'm just gonna give you a little personal space-- ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"I can tell you're tense, so I'm just gonna give you a little personal space, ",0.93395734,8,9,0.4358974358974359
571,834,dialog,NICK,"Rabbit, whatever you do, do not let go! ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Rabbit, whatever you do, do not let go! ",1.0000001,8,9,0.4358974358974359
572,835,dialog,HOPPS,I'm gonna let go! ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,I'm gonna let go! ,1.0000002,8,9,0.4358974358974359
573,836,dialog,NICK,"No, you what? No, I said-- listen-- noooo! ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,No… you what? You must have misunderstood me. I said don't—,0.5826949,8,9,0.4358974358974359
574,837,dialog,HOPPS,"One, two-- ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"One, two, ",0.9121327,8,9,0.4358974358974359
575,839,dialog,NICK,Carrots. You saved my life. ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Carrots! ,0.7771509,19,9,0.4358974358974359
576,840,dialog,HOPPS,Well. That's what we do at the ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,We're doing everything we can.,0.43142456,11,9,0.4358974358974359
577,841,dialog,ZP...,(the branch snaps) Deeeeeeeeeeeee..... ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"All right, Officer Hopps. Let's see those teeth! ",0.39636233,22,9,0.4358974358974359
578,843,dialog,BOGO,"Well, this should be good. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Well, this should be good, ",0.93495774,8,9,0.4358974358974359
579,845,dialog,HOPPS,"I thought this was just a missing mammal case, but it's way bigger. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Finally, we have fourteen missing mammal cases, ",0.64889264,24,9,0.4358974358974359
580,846,dialog,,64. ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Two… nine… ,0.45651194,4,9,0.4358974358974359
581,847,dialog,HOPPS,"Mr. Otterton did not just disappear. I believe he and this jaguar, they... went savage, Sir. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"I thought this was just a missing mammal case, but it's way bigger. Mr. Otterton did not just disappear. I believe he and this jaguar… they went savage, sir.",0.8682095,9,9,0.4358974358974359
582,848,dialog,BOGO,"(scoffing) Savage? This isn't the Stone Age, Hopps. Animals don't go savage. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Savage? This isn't the Stone Age, Hopps. Animals don't go savage.",0.88737327,9,9,0.4358974358974359
583,849,dialog,HOPPS,"I thought so too, `til I saw this: ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"I thought so, too, until I saw this.",0.77290154,9,9,0.4358974358974359
584,851,dialog,HOPPS,What? He was right here... ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"He was right here, ",0.7358958,9,9,0.4358974358974359
585,852,dialog,BOGO,"(not buying it) The ""savage"" jaguar. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"The ‘savage' jaguar, ",0.8276075,9,9,0.4358974358974359
586,853,dialog,HOPPS,"Sir, I know what I saw-- he almost killed us. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Sir, I know what I saw. He almost killed us, ",0.96817684,9,9,0.4358974358974359
587,854,dialog,BOGO,"Or maybe any aggressive predator looks savage to you rabbits. (calls out, to cops) Let's go. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Or maybe an aggressive predator looks savage to you rabbits, ",0.8811397,9,9,0.4358974358974359
588,855,dialog,HOPPS,"Wait-- Sir, I'm not the only one who saw him! (to Nick) Nick! ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Nick! ,0.7402713,13,9,0.4358974358974359
589,857,dialog,BOGO,(incredulous) You think I'm going to believe a fox? ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,You think I'm going to believe a fox? ,0.96264154,9,9,0.4358974358974359
590,858,dialog,HOPPS,Well he was a key witness and I enlisted-- ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Well, he was a key witness, and I enlisted￼ his services, ",0.7753715,9,9,0.4358974358974359
591,859,dialog,BOGO,(the last straw) Two days to find the otter... ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,We found our otter.,0.64939195,11,9,0.4358974358974359
592,860,dialog,,65. ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"A hundred tickets, ",0.4478278,24,9,0.4358974358974359
593,861,dialog,BOGO,or you quit... that was the deal. Badge. ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Two days to find the otter… or you quit… that was the deal. Badge, ",0.6056018,9,9,0.4358974358974359
594,863,dialog,HOPPS,"But, Sir, we... ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Sir, we…",0.7990415,9,9,0.4358974358974359
595,864,dialog,BOGO,Badge. ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Badge, ",0.900254,9,9,0.4358974358974359
596,866,dialog,NICK,"Uh, no. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Uh, no, ",0.9110165,9,9,0.4358974358974359
597,868,dialog,BOGO,"What did you say, fox? ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"What did you say,fox? ",1.0,9,9,0.4358974358974359
598,869,dialog,NICK,"Sorry, what I said was, ""no."" She will not be giving you that badge. Look, you gave her a clown vest and a three-wheel joke-mobile and two days to solve a case you guys haven't cracked in two weeks? Yeah, no wonder she needed to get help from a fox, none of you guys were gonna help her, were you? ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Look, you gave her a clown vest and a three-wheel joke-mobile￼ and two days to solve a case you guys haven't cracked in two weeks? Yeah, no wonder she needed to get help from a fox. None of you guys were gonna help her, were you? ",0.75732577,9,9,0.4358974358974359
599,871,dialog,NICK,"Here's the thing Chief, you gave her the 48 hours, so technically we still have 10 left to find our Mr. Otterton... and that's exactly what we're gonna do, so if you'll excuse us... we have a very big lead to follow and a case to crack. Good day. ","{'hopps': 14, 'nick': 12, 'bogo': 9}",43,"Here's the thing, Chief. You gave her forty-eight hours, so technically we still have ten left to find our Mr. Otterton… and that's exactly what we are gonna do. So if you'll excuse us… we have a very big lead￼ to follow and a case to crack. Good day.",0.95529366,9,9,0.4358974358974359
600,873,dialog,NICK,Officer Hopps? ,"{'hopps': 14, 'nick': 12, 'bogo': 9}",43,Officer Hopps? ,0.9999998,9,9,0.4358974358974359
601,876,dialog,HOPPS,Thank you. ,"{'hopps': 3, 'nick': 3}",44,"Thank you, ",0.7114743,9,9,1.0
602,877,dialog,NICK,Never let `em see that they get to you. ,"{'hopps': 3, 'nick': 3}",44,"Never let them see that they get to you, ",0.9018498,9,9,1.0
603,879,dialog,HOPPS,"So, things do get to you... ","{'hopps': 3, 'nick': 3}",44,So things get to you? ,0.82499117,9,9,1.0
604,880,dialog,NICK,"No... I mean, not anymore. But I was small and emotionally unbalanced like you once. ","{'hopps': 3, 'nick': 3}",44,But I was small and emotionally unbalanced like you once.,0.849627,9,9,1.0
605,881,dialog,HOPPS,Har-har. ,"{'hopps': 3, 'nick': 3}",44,"Har-har, ",0.9446486,9,9,1.0
606,882,dialog,NICK,"(retreating into the memory) No, it's true. I think was 8, or maybe 9, and all I wanted to do was join the Junior Ranger Scouts. ","{'hopps': 3, 'nick': 3}",44,"No, it's true. I think I was eight, maybe nine, and all I wanted to do was join the Junior Ranger Scouts￼.",0.8872689,9,9,1.0
607,884,dialog,NICK,"...so, my mom scraped together enough money to buy me a brand new uniform because, by God, I was gonna fit in. ",{'nick': 1},45,So my mom scraped together enough money to buy me a brand-new uniform.,0.9180691,9,9,1.0
608,886,dialog,NICK,Even if I was the only predator in the troop-- ,{'nick': 1},46,You know what I mean. You're not that kind of predator.,0.58676404,13,13,1.0
609,888,dialog,NICK,...the only fox. ,"{'nick': 10, 'hopps': 7}",47,Dumb fox.,0.78111243,21,9,0.5714285714285714
610,889,dialog,MEAN KID ANIMAL,"Okay, Nick! ","{'nick': 10, 'hopps': 7}",47,Nick! ,0.8326687,13,9,0.5714285714285714
611,890,dialog,NICK,I was gonna be part of a pack. ,"{'nick': 10, 'hopps': 7}",47,"I was gonna be part of a pack, ",0.9846519,9,9,0.5714285714285714
612,891,dialog,MEAN KID ANIMAL,Ready for initiation? ,"{'nick': 10, 'hopps': 7}",47,"We have some new recruits with us this morning, ",0.45393056,20,9,0.5714285714285714
613,892,dialog,YOUNG NICK,Yeah! Pretty much born ready. ,"{'nick': 10, 'hopps': 7}",47,You ready to make the world a better place? ,0.44398725,24,9,0.5714285714285714
614,894,dialog,NICK,I was so proud. ,"{'nick': 10, 'hopps': 7}",47,"It's a real proud day for us little guys, ",0.49222255,22,9,0.5714285714285714
615,896,dialog,MEAN KID ANIMAL,Okay. Now raise your right hand and deliver the oath. ,"{'nick': 10, 'hopps': 7}",47,WE RESERVE THE RIGHT TO REFUSE SERVICE TO ANYONE. So beat it.,0.41593128,25,9,0.5714285714285714
616,897,dialog,YOUNG NICK,"I, Nicholas Wilde, promise to be brave, loyal, helpful, and trustworthy. ","{'nick': 10, 'hopps': 7}",47,Wilde. Nick Wilde.,0.69955057,25,9,0.5714285714285714
617,898,dialog,MEAN KID ANIMAL,Even though you're a fox? ,"{'nick': 10, 'hopps': 7}",47,"No, but a fox could, huh? ",0.73828787,13,9,0.5714285714285714
618,899,dialog,YOUNG NICK,What? ,"{'nick': 10, 'hopps': 7}",47,What? ,1.0,19,9,0.5714285714285714
619,901,dialog,YOUNG NICK,"No! What did I do wrong, you guys?! No! Please tell me, what did I do wrong?! ","{'nick': 10, 'hopps': 7}",47,No! ,0.46015412,4,9,0.5714285714285714
620,903,dialog,YOUNG NICK,(muzzled) What did I do?! ,"{'nick': 10, 'hopps': 7}",47,"The kind that needs to be muzzled? The kind that makes you think you need to carry around fox repellent? Yeah, don't think I didn't notice that little item the first time we met.",0.5310738,13,9,0.5714285714285714
621,904,dialog,MEAN KID ANIMAL,"If you thought we would ever trust a fox without a muzzle, you're even dumber than you look. ","{'nick': 10, 'hopps': 7}",47,"If you thought we'd ever trust a fox without a muzzle, you're even dumber than you look, ",0.9962466,9,9,0.5714285714285714
622,906,dialog,MEAN KID ANIMAL,"Aw, is he gonna cry? ","{'nick': 10, 'hopps': 7}",47,"What're ya gonna do, cry? ",0.6426018,12,9,0.5714285714285714
623,908,dialog,NICK,"I learned two things that day. One, I was never gonna let anyone see that they got to me. ","{'nick': 10, 'hopps': 7}",47,"I learned two things that day, ",0.76709944,9,9,0.5714285714285714
624,910,dialog,HOPPS,...And two? ,"{'nick': 10, 'hopps': 7}",47,And two? ,0.8531391,9,9,0.5714285714285714
625,911,dialog,NICK,"If the world's only gonna see a fox as shifty and untrustworthy, there's no point in trying to be anything else. ","{'nick': 10, 'hopps': 7}",47,You think I'm going to believe a fox? ,0.6887863,9,9,0.5714285714285714
626,912,dialog,HOPPS,"Nick, you are so much more than that... ","{'nick': 10, 'hopps': 7}",47,"Nick, I'm glad you told me, ",0.7028745,9,9,0.5714285714285714
627,914,dialog,NICK,"Boy, look at that traffic down there. (putting on radio voice) How about we go out to Chuck in Traffic Central-- Chuck, how are things looking on the Jam Cams? ","{'nick': 10, 'hopps': 7}",47,"Chuck, how are things looking on those Jam Cams? ",0.6687701,9,9,0.5714285714285714
628,915,dialog,HOPPS,"Nick, I'm glad you told me... ","{'nick': 10, 'hopps': 7}",47,"Nick, I'm glad you told me, ",0.9578135,9,9,0.5714285714285714
629,916,dialog,NICK,(lightbulb moment!) The Jam Cams...! ,"{'nick': 10, 'hopps': 7}",47,Wait! The Jam Cams! ,0.806473,9,9,0.5714285714285714
630,917,dialog,HOPPS,"Seriously, it's okay... ","{'nick': 10, 'hopps': 7}",47,"Seriously, it's okay, ",0.87913185,9,9,0.5714285714285714
631,918,dialog,NICK,No-n-shh-shush! There are traffic cameras everywhere. All over the canopy. Whatever happened to that jaguar-- ,"{'nick': 10, 'hopps': 7}",47,"N-no, shh-shush! There are traffic cameras everywhere. All over the canopy. Whatever happened to that jaguar—",0.98307836,9,9,0.5714285714285714
632,919,dialog,HOPPS,The traffic cams would have caught it! ,"{'nick': 10, 'hopps': 7}",47,The traffic cameras would have caught it! ,0.9707561,9,9,0.5714285714285714
633,920,dialog,NICK,Bingo! ,"{'nick': 10, 'hopps': 7}",47,Bingo! ,1.0000002,9,9,0.5714285714285714
634,922,dialog,HOPPS,"Pretty sneaky, Slick. ","{'nick': 10, 'hopps': 7}",47,"Pretty sneaky, Slick.",1.0000001,9,9,0.5714285714285714
635,923,dialog,NICK,"However. If you didn't have access to the system before, I doubt Chief Buffalo Butt is gonna let you into it now. ","{'nick': 10, 'hopps': 7}",47,"However. If you didn't have access to the system before, I doubt Chief Buffalo Butt is gonna give it to you now.",0.96239185,9,9,0.5714285714285714
636,924,dialog,HOPPS,"(beat, then) No... But I have a friend at City Hall who might. ","{'nick': 10, 'hopps': 7}",47,No. But I've got a friend at city hall who might! ,0.7948533,9,9,0.5714285714285714
637,926,dialog,BELLWETHER,Sir? If we could just review these very important-- (almost drops binders) Sir? ,"{'bellwether': 4, 'hopps': 1}",48,If we could just review these very important—,0.58212334,10,10,1.0
638,928,dialog,BELLWETHER,"Ooo, I'm so sorry... sir?! ","{'bellwether': 4, 'hopps': 1}",48,"Oh, I'm sorry… sir! ",0.7616228,10,10,1.0
639,929,dialog,LIONHEART,"Okay. I heard you, Bellwether. Just take care of it! (setting another binder atop her stack) Please. And clear my afternoon, I'm going out. ","{'bellwether': 4, 'hopps': 1}",48,"Just take care of it, okay? ",0.44349948,10,10,1.0
640,930,dialog,BELLWETHER,"No, no! But, sir, you do have a meeting with Herds and Grazing... sir, if I could just-- ","{'bellwether': 4, 'hopps': 1}",48,"But, sir, you have a meeting with Herds and Grazing… Sir—",0.8806339,10,10,1.0
641,932,dialog,BELLWETHER,"Oh, mutton chops. ","{'bellwether': 4, 'hopps': 1}",48,"Oh, mutton chops, ",0.990667,10,10,1.0
642,934,dialog,HOPPS,Assistant Mayor Bellwether? We need your help. ,"{'bellwether': 4, 'hopps': 1}",48,"Assistant Mayor Bellwether, ",0.92306966,10,10,1.0
643,936,dialog,HOPPS,We just need to get into the traffic cam database. ,"{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,"We just need to get into the traffic camera database, ",0.9521628,10,10,0.90625
644,938,dialog,NICK,"(mouths, to Hopps) So fluffy! ","{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,Sooo fluffy! ,0.6461519,10,10,0.90625
645,939,dialog,HOPPS,Hey! ,"{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,Hey! ,1.0000001,12,10,0.90625
646,940,dialog,NICK,Sheep never let me this close. ,"{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,Sheep never let me this close—so fluffy—like cotton candy—,0.6844341,10,10,0.90625
647,941,dialog,HOPPS,You can't just touch a sheep's wool... ,"{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,Sheep never let me this close—so fluffy—like cotton candy—,0.6051037,10,10,0.90625
648,943,dialog,BELLWETHER,Where to? ,"{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,Where to? ,0.9999997,10,10,0.90625
649,944,dialog,HOPPS,"Rainforest District, Vine and Tujunga. ","{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,Rainforest District. Vine and Tujunga.,0.98628753,10,10,0.90625
650,946,dialog,BELLWETHER,"There! Traffic cams for the whole city. This is so exciting, actually. Well, you know, I never get to do anything this important. ","{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,"We just need to get into the traffic camera database, ",0.6117081,10,10,0.90625
651,947,dialog,HOPPS,But you're the Assistant Mayor of Zootopia. ,"{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,"You're the assistant mayor of Zootopia, ",0.959277,10,10,0.90625
652,948,dialog,BELLWETHER,"Oh, I'm more of a glorified secretary. I think Mayor Lionheart just wanted the sheep vote... (then, cheerily) But he did give me that nice mug. ","{'hopps': 12, 'nick': 11, 'bellwether': 6}",49,I think Mayor Lionheart just wanted the sheep vote… But he did get me that nice mug.,0.90306294,10,10,0.90625
