scene no,scene dialogue,chap no,chap dialogue,scene,chapter
======,Scene 39 is aligned with chapter 15,===========,=============,39,15
41,"Mr. Manchas? Judy Hopps, ZPD. We just want to know what happened to Emmitt Otterton. ",12,"Ha, ha, yes, very funny, very funny. Can we please just focus on the—",,
41,You should be asking... what happened to me. ,15,"You should be asking… what happened to me, ",,
41,Whoa. A teensy otter... did that? ,15,Whoa. A teensy otter… did that? ,,
41,What... happened? ,20,What do you mean? ,,
41,He was an animal... down on all fours... he was a savage. ,9,"Ma'am, as I've told you, we are doing everything we can, ",,
41,"(haunted) There was no warning, he just kept yelling about the ""night howlers."" Over and over, ""the night howlers..."" ",9,Life isn't some cartoon musical where you sing a little song and your insipid dreams magically come true. So let it go.,,
41,"Oh. So you know about the night howlers too? Good, good, good. Because the night howlers are exactly what we are here to talk about. (to Judy) Right? ",10,"Lady, I know everybody. I also know that somewhere there's a toy store missing its stuffed animals, so why don't you get back to your box? ",,
41,"Yep. So, uh, you just open the door and tell us what you know and we will tell you what we know. Okay? ",15,"Yup. So you just open the door and tell us what you know, and we will tell you what we know, ",,
41,(considering) Okay. ,2,"Are you okay, Judy? ",,
41,Clever fox. ,19,"Clever bunny, ",,
41,Mr. Manchas? ,15,Mr. Manchas? ,,
41,Buddy? ,15,Buddy? ,,
41,Are you... okay? ,20,Are you serious? ,,
41,Run. RUN! ,15,Run. RUN! ,,
41,What is wrong with him?! ,16,What is wrong with him? ,,
41,I don't know!! ,26,"I can't walk, ",,
41,Jump! ,16,Jump! ,,
41,(to Nick) Head down! ,26,No! Nick! ,,
41,Officer Hopps to dispatch! ,17,Officer Hopps? ,,
======,Scene 41 is aligned with chapter 15,===========,=============,41,15
42,"Are you familiar with Gazelle? Greatest singer of our lifetime-- angel with horns-- okay, hold on, keep watching. Who's that beside her? Who is it? ",23,"Are you just trying to steal the pen? Is that what this is? You are standing on my tail, though. Off, off, off.",,
42,"Wow, you are one hot dancer... (digitized robo-voice) ",16,"Wow. You are one hot dancer, ",,
42,(joyous laughter) It's me! Did you think it was real? It looks so real! It's not. It's just a new app. (finally notices ringing phone) Hold on a second-- ,15,"He was an animal, down on all fours. He was a savage.There was no warning, just kept yelling about the ‘night howlers, the night howlers, ' over and over.",,
42,CLAWHAUSER! ,16,Clawhauser! ,,
42,Blue Rev. (mm/dd/yy)                  62. ,9,"Hey, meter maid! Wait for the real cops! ",,
======,Scene 42 is aligned with chapter 16,===========,=============,42,16
43,"Clawhauser, listen to me! We have a 10-91! Jaguar gone savage! Vine and Tu-junja! ",21,Clawhauser? What're you doing? ,,
43,It's Tujunga! ,16,It's me! ,,
43,"Okay, we're sending back up! Hopps? ",20,"Okay, what's the connection? ",,
43,There! Head to the skytrams! ,6,"There are. It's just, my boy—",,
43,Get in! Carrots? Carrots! ,16,Get in! Carrots? Carrots! ,,
43,Go! ,16,Go! ,,
43,"No, no, no! ",7,"Ah, no, ",,
43,"Buddy, one predator to another--                      * ",25,Are you crazy? There's another train coming! ,,
43,"Now, I can tell you're a little tense, so I'm just gonna give you a little personal space-- ",11,Told ya Nanga had a mind like a steel trap. I wish I had a memory like an elephant.,,
43,"Rabbit, whatever you do, do not let go! ",16,"Rabbit, whatever you do, do not let go! ",,
43,I'm gonna let go! ,16,I'm gonna let go! ,,
43,"No, you what? No, I said-- listen-- noooo! ",2,"Oh, you don't know when to quit, do you? ",,
43,"One, two-- ",16,"One, two, ",,
43,Carrots. You saved my life. ,19,Carrots? Hopps? Judy! ,,
43,Well. That's what we do at the ,16,"Well, this should be good, ",,
43,(the branch snaps) Deeeeeeeeeeeee..... ,7,"It's called a hustle￼, sweetheart, ",,
43,"Well, this should be good. ",16,"Well, this should be good, ",,
43,"I thought this was just a missing mammal case, but it's way bigger. ",5,"Finally, we have fourteen missing mammal cases, ",,
43,64,2,Ow! ,,
43,"Mr. Otterton did not just disappear. I believe he and this jaguar, they... went savage, Sir. ",16,Did you think it was real? It looks so real! It's not—it's just a new app.,,
43,"(scoffing) Savage? This isn't the Stone Age, Hopps. Animals don't go savage. ",22,"Yeah. I tried, and I made life so much worse for so many innocent predators.",,
43,"I thought so too, `til I saw this: ",17,"I thought so, too, until I saw this.",,
43,What? He was right here... ,26,What are you going to do? ,,
43,"(not buying it) The ""savage"" jaguar. ",1,"I'm looking at you, Gideon Grey.",,
43,"Sir, I know what I saw-- he almost killed us. ",17,"Sir, I know what I saw. He almost killed us, ",,
43,"Or maybe any aggressive predator looks savage to you rabbits. (calls out, to cops) Let's go. ",17,"Or maybe an aggressive predator looks savage to you rabbits, ",,
43,"Wait-- Sir, I'm not the only one who saw him! (to Nick) Nick! ",9,Stop in the name of the law! ,,
43,(incredulous) You think I'm going to believe a fox? ,18,And clear my afternoon. I'm going out.,,
43,Well he was a key witness and I enlisted-- ,9,"Well, I'd say the case is in good hands! ",,
43,(the last straw) Two days to find the otter... ,9,"Well, I'd say the case is in good hands! ",,
43,65,2,Ow! ,,
43,or you quit... that was the deal. Badge. ,5,Bullpen's over there to the left.,,
43,"But, Sir, we... ",9,"But, sir—",,
43,Badge. ,17,"Badge, ",,
43,"Uh, no. ",17,"Uh, no, ",,
43,"What did you say, fox? ",17,"What did you say,fox? ",,
43,"Sorry, what I said was, ""no."" She will not be giving you that badge. Look, you gave her a clown vest and a three-wheel joke-mobile and two days to solve a case you guys haven't cracked in two weeks? Yeah, no wonder she needed to get help from a fox, none of you guys were gonna help her, were you? ",10,"Two hundred dollars a day… three hundred sixty-five days a year… since you were twelve. That's two decades, so times twenty… which is one million, four hundred sixty thousand—I think, I mean I am just a dumb bunny—but we are good at multiplying￼. Anyway, according to your tax forms",,
43,"Here's the thing Chief, you gave her the 48 hours, so technically we still have 10 left to find our Mr. Otterton... and that's exactly what we're gonna do, so if you'll excuse us... we have a very big lead to follow and a case to crack. Good day. ",17,"Here's the thing, Chief. You gave her forty-eight hours, so technically we still have ten left to find our Mr. Otterton… and that's exactly what we are gonna do. So if you'll excuse us… we have a very big lead￼ to follow and a case to crack. Good day.",,
43,Officer Hopps? ,17,Officer Hopps? ,,
======,Scene 43 is aligned with chapter 16,===========,=============,43,16
44,Thank you. ,17,"Thank you, ",,
44,Never let `em see that they get to you. ,17,"Never let them see that they get to you, ",,
44,"So, things do get to you... ",13,"The thing is, ",,
44,"No... I mean, not anymore. But I was small and emotionally unbalanced like you once. ",6,"Well, I just wanna say, you're a great dad and just a… a real articulate fellow.",,
44,Har-har. ,17,"Har-har, ",,
44,"(retreating into the memory) No, it's true. I think was 8, or maybe 9, and all I wanted to do was join the Junior Ranger Scouts. ",10,"She hustled you. She hustled you good. You're a cop now, Nick; you're gonna need one of these! ",,
======,Scene 44 is aligned with chapter 17,===========,=============,44,17
45,"...so, my mom scraped together enough money to buy me a brand new uniform because, by God, I was gonna fit in. ",6,"Oh no, my treat. It just—you know, it burns me up￼ to see folks with such backward attitudes toward foxes, ",,
======,Scene 45 is aligned with chapter 6,===========,=============,45,6
46,Even if I was the only predator in the troop-- ,21,"Go back to the forest, predator! ",,
======,Scene 46 is aligned with chapter 21,===========,=============,46,21
47,...the only fox. ,9,"I am a real cop, ",,
47,"Okay, Nick! ",9,"Okay… deal, ",,
47,I was gonna be part of a pack. ,17,"I was gonna be part of a pack, ",,
47,Ready for initiation? ,10,Okay. You're the boss.,,
47,Yeah! Pretty much born ready. ,3,"Yeah, that's safe to have, ",,
47,I was so proud. ,20,I had to do it! ,,
47,Okay. Now raise your right hand and deliver the oath. ,11,"Yeah, some mammals say the naturalist life is weird, ",,
47,"I, Nicholas Wilde, promise to be brave, loyal, helpful, and trustworthy. ",17,So my mom scraped together enough money to buy me a brand-new uniform.,,
47,Even though you're a fox? ,7,"The color? It's red wood, ",,
47,What? ,26,What? ,,
47,"No! What did I do wrong, you guys?! No! Please tell me, what did I do wrong?! ",7,"I just naturally assumed you came from some little carrot-choked Podunk, no? ",,
47,(muzzled) What did I do?! ,2,You heard her. Cut it out.,,
47,"If you thought we would ever trust a fox without a muzzle, you're even dumber than you look. ",17,"If you thought we'd ever trust a fox without a muzzle, you're even dumber than you look, ",,
47,"Aw, is he gonna cry? ",14,"Aw, thank you, ",,
47,"I learned two things that day. One, I was never gonna let anyone see that they got to me. ",17,"I learned two things that day, ",,
47,...And two? ,6,"Hopps. Mr…, ",,
47,"If the world's only gonna see a fox as shifty and untrustworthy, there's no point in trying to be anything else. ",3,"Judy, it is my great privilege￼ to officially assign you to the heart of Zootopia: Precinct One, City Center, ",,
47,"Nick, you are so much more than that... ",5,"There you went, you little dickens! ",,
47,"Boy, look at that traffic down there. (putting on radio voice) How about we go out to Chuck in Traffic Central-- Chuck, how are things looking on the Jam Cams? ",17,"Boy, look at that traffic down there, ",,
47,"Nick, I'm glad you told me... ",17,"Nick, I'm glad you told me, ",,
47,(lightbulb moment!) The Jam Cams...! ,20,Should all predators be quarantined? ,,
47,"Seriously, it's okay... ",17,"Seriously, it's okay, ",,
47,No-n-shh-shush! There are traffic cameras everywhere. All over the canopy. Whatever happened to that jaguar-- ,21,"Judy. This is what you've always wanted. Since you were a kid… you can't quit…, ",,
47,The traffic cams would have caught it! ,17,The traffic cameras would have caught it! ,,
47,Bingo! ,17,Bingo! ,,
47,"Pretty sneaky, Slick. ",17,"Pretty sneaky, Slick.",,
47,"However. If you didn't have access to the system before, I doubt Chief Buffalo Butt is gonna let you into it now. ",17,"However. If you didn't have access to the system before, I doubt Chief Buffalo Butt is gonna give it to you now.",,
47,"(beat, then) No... But I have a friend at City Hall who might. ",1,"I don't have to grow up to be a lonely hunter, ",,
======,Scene 47 is aligned with chapter 17,===========,=============,47,17
48,Sir? If we could just review these very important-- (almost drops binders) Sir? ,9,"Sir, if you have a grievance￼, you may contest your citation￼ in—",,
48,"Ooo, I'm so sorry... sir?! ",2,"Look at her nose twitch, ",,
48,"Okay. I heard you, Bellwether. Just take care of it! (setting another binder atop her stack) Please. And clear my afternoon, I'm going out. ",10,"Lady, I know everybody. I also know that somewhere there's a toy store missing its stuffed animals, so why don't you get back to your box? ",,
48,"No, no! But, sir, you do have a meeting with Herds and Grazing... sir, if I could just-- ",11,Told ya Nanga had a mind like a steel trap. I wish I had a memory like an elephant.,,
48,"Oh, mutton chops. ",18,"Oh, mutton chops, ",,
48,Assistant Mayor Bellwether? We need your help. ,18,"Assistant Mayor Bellwether, ",,
======,Scene 48 is aligned with chapter 18,===========,=============,48,18
49,We just need to get into the traffic cam database. ,18,"We just need to get into the traffic camera database, ",,
49,"(mouths, to Hopps) So fluffy! ",12,"Well, I was hoping you could—",,
49,Hey! ,2,Hey! ,,
49,Sheep never let me this close. ,6,"Watch where you're going, fox! ",,
49,You can't just touch a sheep's wool... ,18,You can't touch that! Stop it! ,,
49,Where to? ,18,Where to? ,,
49,"Rainforest District, Vine and Tujunga. ",18,Rainforest District. Vine and Tujunga.,,
49,"There! Traffic cams for the whole city. This is so exciting, actually. Well, you know, I never get to do anything this important. ",6,"Two paws. Yeah. Aw, look at that smile, that's a happy birthday smile! Give her a little bye-bye toot-toot.",,
49,But you're the Assistant Mayor of Zootopia. ,9,"Sir, I got the bad guy. That's my job.",,
49,"Oh, I'm more of a glorified secretary. I think Mayor Lionheart just wanted the sheep vote... (then, cheerily) But he did give me that nice mug. ",18,"Oh, I'm more of a glorified￼ secretary, ",,
49,Feels good to be appreciated. ,1,"Well, I'll tell ya how, ",,
49,Smellwether?! ,18,Smellwether! ,,
49,"That's a fun little name he likes to use. I called him Lionfart once. He did not care for that, let me tell you. It was not a good day for me. (pressing intercom button) Yes, sir? ",20,"Thousands of years ago… predators survived through their aggressive hunting instincts. For whatever reason, they're reverting back to their savage ways.",,
49,I thought you were going to cancel my afternoon?! ,18,I thought you were going to cancel my afternoon! ,,
49,"Oh, dear. I better go -- (to Hopps, while leaving) Let me know what you find. It was really nice for me to be-- ",18,"Oh, dear… I better go. Let me know what you find. It was really nice for me to—",,
49,"While we're young, Smellwether! ",18,"While we're young, Smellwether! ",,
49,You think when she goes to sleep she counts herself? ,17,You think I'm going to believe a fox? ,,
49,"Shush. Okay, traffic cams... (looking at computer) Tujunga, Tujunga... we're in. ",11,"I am Officer Hopps, ZPD. I am looking for a missing mammal, Emmitt Otterton",,
49,Who are these guys? ,18,Who are these guys? ,,
49,Timberwolves. Look at these dumdums. ,8,That's right. You get some rest! ,,
49,Betcha a nickel one of em's gonna howl. ,15,"Buddy, I got a ball of yarn out here—",,
49,And there it is. What is it with wolves and the howling? It's like-- ,3,"The deterrent and the repellent. That's all she needs, ",,
49,(light-bulb moment) Howlers! Night howlers! That's what Manchas was afraid of... wolves! The wolves are the night howlers. If they took Manchas... ,11,"Well, I had a ball. You are welcome for the clue. And seeing as how any moron￼ can run a plate, I'll take that pen and bid you adieu.",,
49,...I bet they took Otterton too. ,9,His name is Emmitt Otterton.,,
49,All we gotta do is find out where they went. ,9,That's two days to find Emmitt Otterton.,,
49,Wait. Where'd they go? ,18,Wait. Where'd they go? ,,
49,"You know, if I wanted to avoid surveillance because I was doing something illegal-- which I never have-- I would use the maintenance tunnel 6B... which would put them out... ",18,"You know, if I wanted to avoid surveillance￼ because I was doing something illegal—which I never have—I'd use the maintenance￼ tunnel 6B, which would put them out… ",,
49,...right there. ,19,Someone's here! ,,
49,"Well, look at you, Junior Detective. You know, I think you'd actually make a pretty good cop. ",18,"This is so exciting, actually. Well, you know, I never get to do anything this important, ",,
49,How dare you. ,18,"How dare you, ",,
49,Acacia alley... Ficus underpass... South Canyon... ,28,"So are all rabbits bad drivers, or is it just you? ",,
49,They're heading out of town... Where does that road go? ,18,"They're heading out of town, ",,
======,Scene 49 is aligned with chapter 18,===========,=============,49,18
50,"Gary, quit it, you're gonna start a howl. ",19,"Quit it, Gary. You're gonna start a howl.",,
50,I didn't start it. (more howling off-screen) Oooooooo! ,19,I didn't start it. Ooooooooo! ,,
50,Oooooooooo! ,19,Ooooooooo! ,,
50,Come on! ,19,Come on! ,,
50,You are a clever bunny. ,11,You are naked! ,,
======,Scene 50 is aligned with chapter 19,===========,=============,50,19
51,It looks like this was a hospital. ,2,"Don't tell me what I know, Travis, ",,
51,"(turns to Hopps) You know, after you, you're the cop. ",2,"Don't tell me what I know, Travis, ",,
======,Scene 51 is aligned with chapter 2,===========,=============,51,2
52,Okay. All clear. ,25,"Okay. Got it, ",,
52,All this equipment is brand new... ,1,"I mean, it's great to have dreams.",,
52,Carrots...? ,26,Carrots! ,,
52,Claw marks... ,19,Claw marks? ,,
52,"Yeah. Huge, huge, claw marks. I mean, what kind of-- ",19,"Yeah, huge, huge claw marks. But what kind of anima—",,
52,Mr. Manchas. ,15,Mr. Manchas? ,,
52,"It's him. We found our otter. (to the otter, gently) Mr. Otterton, my name is Officer Judy Hopps. Your wife sent me to find you. We're gonna get you out of here now. ",22,"Oh, Gid's talking about those flowers, Judy. I use them to keep bugs off the produce￼. But I don't like the little ones going near them on account of your Uncle Terry.",,
52,Or not. Guess he's in no rush to get home to the Missus. ,9,"Hate to disagree with you, sir, but those aren't onions, ",,
52,"...11, 12, 13, 14. Not including Manchas it's 14... (lightbulb) Chief Bogo handed out 14 Missing Mammal files... They're all here. All the missing mammals are right here. ",9,"Insubordination￼. Now, I'm going to open this door, and you are going to tell that otter you're a former meter maid with delusions of grandeur￼ who will not be taking the case.",,
52,"Enough! I don't want excuses, Doctor, I want answers. ",18,"You're the assistant mayor of Zootopia, ",,
52,"Mayor Lionheart, please, we're doing everything we can. ",19,"Mayor Lionheart, please, ",,
52,"Really? Cuz I got a dozen and a half animals here who've gone off the rails crazy-- and you can't tell me why. Now, I'd call that awfully far from doing everything. ",15,"He was an animal, down on all fours. He was a savage.There was no warning, just kept yelling about the ‘night howlers, the night howlers, ' over and over.",,
52,"Sir, it may be time to consider their biology. ",19,"Sir, it may be time to consider their biology, ",,
52,What? What do you mean biology? ,13,What? What! ,,
52,The only animals going savage are predators. We cannot keep it a secret. We need to come forward. ,10,"She hustled you. She hustled you good. You're a cop now, Nick; you're gonna need one of these! ",,
52,"Hmm... Great idea. Tell the public. And how do you think they're gonna feel about their mayor, who is a lion?! I'll be ruined! ",5,"I've got three items on the docket. First, we need to acknowledge the elephant in the room.",,
52,"Well, what does Chief Bogo say? ",16,"Well, this should be good, ",,
52,Chief Bogo doesn't know. And we are going to keep it that way. ,19,Chief Bogo doesn't know. And we are going to keep it that way.,,
52,Someone's here! ,19,Someone's here! ,,
52,"Sir, you need to go, now! (calls out) Security! Sweep the area! ",19,"Sir, you need to go now, ",,
52,Great! We're dead. We're dead. That's it. I'm dead. You're dead. Everybody's dead. ,19,"Great, we're dead. That's it. I'm dead. You're dead. Everybody's dead, ",,
52,Can you swim? ,19,Can you swim? ,,
52,"What? Can I swim? Yes, I can swim. Why? ",19,What? Can I swim? Of course. Why? ,,
52,Carrots?! Hopps?! Judy?! ,19,Carrots? Hopps? Judy! ,,
52,We gotta tell Bogo! ,19,We found our otter.,,
======,Scene 52 is aligned with chapter 19,===========,=============,52,19
53,"Wow, you are one hot dancer... (robo-voice) ",16,"Wow. You are one hot dancer, ",,
53,Chief Bogo! ,13,What? What! ,,
53,(guilty) Not now! ,1,A police officer! ,,
53,"Wait, is that Gazelle? ",7,What's with the color? ,,
53,(struggling to silence his phone) No! ,20,"Okay, Press Conference 101, ",,
53,"I am Gazelle, and you are one hot dancer. ",3,"It's a real proud day for us little guys, ",,
53,"You have the app too?! (ecstatic) Oh, jeeeeez! ",13,You ever seen anything like this? ,,
53,"Clawhauser, can't you see I'm working on the missing mammal cases?! ",16,Clawhauser! ,,
53,"Oh, yes of course! About that, sir... Officer Hopps just called... She found all of `em. ",11,thirty-six hours left to solve this case. Can you run the plate or not? ,,
53,Wow! I'm impressed. ,19,We found our otter.,,
======,Scene 53 is aligned with chapter 13,===========,=============,53,13
54,"Mayor Lionheart, you have the right to remain silent. Anything-- ",19,"Mayor Lionheart, please, ",,
54,You don't understand. I was trying to protect the city. ,20,You don't understand! ,,
54,You were just trying to protect your job. ,12,You said this was going to be quick! ,,
54,"No. Listen, we still don't know why this is happening. It could destroy Zootopia. ",9,"I'm sorry, sir, I tried to stop her; she is super slippery￼. I gotta go sit down, ",,
54,You have the right to remain silent. Anything you say can and will be used against you in a court of law... ,14,You have done me a great service. I will help you find the otter. I will take your kindness… and pay it forward.,,
======,Scene 54 is aligned with chapter 9,===========,=============,54,9
55,"Ladies and Gentlemammals... 14 mammals went missing and all 14 have been found by our newest recruit, who will speak to you in a moment. But first, let me remind you-- ",20,"Ladies and gentlemammals, ",,
55,Rrrgh. I am so nervous... ,12,I love you. I owe you.,,
55,"Okay, press conference 101: You wanna look smart? ",20,"Okay, Press Conference 101, ",,
55,80,2,Ow! ,,
55,"Answer their question with your own question and then answer that question. Like this, ""Excuse me. Officer Hopps, what can you tell us about the case?"" (pretending to be Hopps) ""Well, was this a tough case? Yes. Yes it was."" You see? ",21,"Oh, they thought it would be better if a predator such as myself wasn't the first face you see when you walk into the ZPD. So they're moving me to Records downstairs. By the boiler, ",,
55,You should be there with me. We did this together. ,15,"You should be asking… what happened to me, ",,
55,"Well, am I a cop? No. No, I am not. ",20,"Well, am I a cop? No. No, I'm not, ",,
55,"Funny you should say that, because I've been thinking... it would be nice to have a partner. ",20,"Funny you should say that… because I've been thinking. It would be nice to have a partner, ",,
55,Here. In case you need something to write with. ,20,Here. In case you need something to write with.,,
55,"At twenty-two hundred hours, we found all these missing animals... ",1,"Judy, ever wonder how your mom and me got to be so darn happy? ",,
55,"Officer Hopps, it's time. ",20,"Officer Hopps, it's time.",,
55,"So now, I'll turn things over to the officer who cracked the case. Officer Judy Hopps. ",3,"Okay, I will take this to make you stop talking, ",,
55,Officer Hopps! / Over here! / Here! ,20,"Officer Hopps, it's time.",,
55,(pointing to a REPORTER) Yes? ,24,"I'm going to name her Judy, ",,
55,What can you tell us about the animals that went savage? ,20,What can you tell us about the animals that went savage? ,,
55,"Well, the animals in question... (glances at Nick) Are they all different species? Yes. Yes they are. ",20,"Well, the animals in question… Are they all different species? Yes. Yes, they are, ",,
55,"Okay, so what is the connection? ",3,Okay. Gotta go. Bye! ,,
55,"Well, all we know is that they are all members of the predator family. ",24,"Well, well, look who's back in the bootleg￼ business, ",,
55,"So, predators are the only ones going savage? ",17,"Wait—sir, I'm not the only one who saw him! ",,
55,"That is accu-- Yes, that is accurate. Yes... ",20,"That is accurate, ",,
55,Wow. Why is that happening? ,11,"Boy, that's the spirit, ",,
55,We still don't know-- ,20,We still don't know—,,
55,"(trying to appease) Ah, it may have something to do with biology. ",9,"Chief Bogo, please, just five minutes of your time, ",,
55,What do you mean by that? ,20,What do you mean by that? ,,
55,"A biological component. You know, something in their DNA... ",20,"A biological component. You know, something in their DNA, ",,
55,"(more aggressive) In their DNA? Can you elaborate on that, please? ",19,Chief Bogo doesn't know. And we are going to keep it that way.,,
55,"Yes. What I mean is, thousands of years ago... um... predators survived through their aggressive hunting instincts. For whatever reason, they seem to be reverting back to their primitive, savage ways. ",6,Actually… I'm an officer. Just had a quick question. Are your customers aware that they're getting snot￼ and mucous￼ with their cookies and cream? ,,
55,Of course they did. ,26,"Of course not… he is, ",,
55,"(during flashback) Aw, is he gonna cry. ",13,I know whose car this is. We gotta go.,,
55,"(on Nick, as flashback ends) Officer Hopps, could it happen again? ",5,"Well, then writing a hundred tickets a day should be easy, ",,
55,It is possible. So we must be vigilant. And we at the ZPD are prepared and are here to protect you... ,20,"It is possible, ",,
55,Will more mammals go savage? / What is being done to protect us? / Have you considered a mandatory quarantine on predators? ,2,"Give me your tickets right now, or I'm gonna kick your meek little sheep butt, ",,
55,"Okay, thank you Officer Hopps, uh, that's all the time that we have. No more questions... ",9,"Okay, I just didn't know if you wanted to take it this time—",,
55,Was I okay? ,25,"Wait, what? ",,
55,"Oh, you did fine. ",11,"Oh, for sure, ",,
55,(excited) That went so fast! I didn't get a chance to mention you or say anything about how we-- ,5,They really did hire a bunny. What! I gotta tell you; you are even cuter than I thought you'd be.,,
55,"(upset) Oh, I think you said plenty. ",9,Stop in the name of the law! ,,
55,What do you mean? ,20,What do you mean? ,,
55,"(sarcastic, hard) Clearly, there's a biological component? These predators may be reverting back to their primitive, savage ways. Are you serious? ",15,"You want to find Otterton, talk to the driver of the car. His name is Manchas, lives in the Rainforest District. Only he can tell you more.",,
55,"I just stated the facts of the case. I mean, it's not like a bunny could go savage... ",20,"I just stated the facts of the case, ",,
55,Right. But a fox could? Huh? ,20,"Okay, what's the connection? ",,
55,"Nick, stop it. You're not like them. ",20,"Stop it, Nick! You're not like them.",,
55,"Oh, there's a them now? ",18,Wait. Where'd they go? ,,
55,You know what I mean. You're not that kind of predator. ,20,You know what I mean. You're not that kind of predator.,,
55,The kind that needs to be muzzled? The kind that makes you think you need to carry around Fox Repellent? ,20,"The kind that needs to be muzzled? The kind that makes you think you need to carry around fox repellent? Yeah, don't think I didn't notice that little item the first time we met.",,
55,"Yeah, don't think I didn't notice that little item the first time we met. (escalating anger) So let me ask you a question. Are you afraid of me? (Hopps looks heartbroken) Do you think I might go nuts? Do you think I might go savage? Do you think I might try to... EAT YOU?! ",17,"Here's the thing, Chief. You gave her forty-eight hours, so technically we still have ten left to find our Mr. Otterton… and that's exactly what we are gonna do. So if you'll excuse us… we have a very big lead￼ to follow and a case to crack. Good day.",,
55,"(calm, hurt) ...I knew it. Just when I thought somebody actually believed in me... ",6,"You're gonna have to wait your turn like everyone else, meter maid, ",,
55,Probably best if you don't have a predator as a partner. ,20,Probably best if you don't have a predator as a   partner.,,
55,No. Nick. Nick! ,26,"No. Nick, ",,
55,Officer Hopps! Were you just threatened by that predator? ,20,"Officer Hopps, could it happen again? ",,
55,No. He's my friend. ,1,"You get it, honey? ",,
55,We can't even trust our own friends? ,21,"ZPD, Put Your Trust in Us.",,
55,That is not what I said! Please! ,20,What do you mean by that? ,,
55,Are we safe? / Have any other foxes gone savage? ,10,"Nicholas Wilde, you are under arrest, ",,
======,Scene 55 is aligned with chapter 20,===========,=============,55,20
56,More bad news in this city gripped by fear. ,7,Okay. Tell me if this story sounds familiar.,,
56,"A caribou is in critical condition, the victim of a mauling by a savage polar bear. This-- the 27th such attack-- comes just one week after ZPD Officer Judy Hopps connected the violence to traditionally predatory animals. ",26,"All right, you know, you're milking￼ it. Besides, I think we got it, I think we got it. We got it up there, thank you, yakety yak—you laid it all out beautifully, ",,
56,"Meanwhile, a peace rally organized by pop star, Gazelle, was marred by protest. ",17,"Sorry, what I said was ‘no.' She will not be giving you that badge, ",,
56,"Go back to the forest, predator! ",21,"Go back to the forest, predator! ",,
56,I'm from the savannah! ,21,I'm from the savanna! ,,
56,"Zootopia is a unique place. It's a crazy, beautiful, diverse city where we celebrate our differences. (gestures to PROTESTERS in background) This is not the Zootopia I know. ",6,"And you, little guy, you want to be an elephant when you grow up… you be an elephant—because this is Zootopia, and anyone can be anything.",,
56,The Zootopia I know is better than this. ,9,"Hey, meter maid! Wait for the real cops! ",,
56,86,2,Ow! ,,
56,We don't just blindly assign blame. We don't know why these attacks keep happening... ,2,"Give me your tickets right now, or I'm gonna kick your meek little sheep butt, ",,
56,...but it is irresponsible to label all predators as savages. ,26,Since preds are just biologically predisposed￼ to be savages.,,
56,That's not my Emmitt. ,21,"That's not my husband, ",,
56,We cannot let fear divide us. Please-- give me back the Zootopia I love... ,3,"But just in case, we made you a little care package to take with you.",,
======,Scene 56 is aligned with chapter 21,===========,=============,56,21
57,Come on Hopps. The new Mayor wants to see us. ,21,"Come on, Hopps.The new mayor wants to see us.",,
57,The Mayor? Why? ,17,"Thank you, ",,
57,It would seem you've arrived. ,21,"It would seem you've arrived, ",,
======,Scene 57 is aligned with chapter 21,===========,=============,57,21
58,Clawhauser? What're you doing? ,21,Clawhauser? What're you doing? ,,
58,"Um, they thought it would be better if a predator such as myself wasn't the first face you that you see when you walk into the ZPD. ",21,"Oh, they thought it would be better if a predator such as myself wasn't the first face you see when you walk into the ZPD. So they're moving me to Records downstairs. By the boiler, ",,
58,What? ,26,What? ,,
58,They're gonna move me to Records. It's downstairs. By the boiler. ,26,"So that's it? Prey fears predator, and you stay in power? ",,
58,Hopps! ,21,"Hopps, ",,
======,Scene 58 is aligned with chapter 21,===========,=============,58,21
59,Um... I don't understand. ,15,"Not every cat likes tuna, ",,
59,"Our city is 90% prey, Judy. And right now they're just really scared. You're a hero to them. They trust you. And so that's why Chief Bogo and I want you to be the public face of the ZPD. ",21,"Oh, they thought it would be better if a predator such as myself wasn't the first face you see when you walk into the ZPD. So they're moving me to Records downstairs. By the boiler, ",,
59,"(struggling to find words) I'm not... I'm not a hero. I came here to make the world a better place, but I think I broke it. ",14,"I trusted you, Nicky. I welcomed you into my home. We broke bread together. Gram-mama made you her cannoli.",,
59,"Don't give yourself so much credit, Hopps. The world has always been broken. That's why we need good cops-- like you. ",21,"Don't give yourself so much credit, Hopps, ",,
59,"With all due respect, sir, a good cop is supposed to serve and protect-- help the city. Not tear it apart. (deep sigh) I don't deserve this badge. ",21,"With all due respect, sir, a good cop is supposed to serve and protect—help the city, not tear it apart￼, ",,
59,Hopps. ,21,"Hopps, ",,
59,"Judy, you've worked so hard to get here. It's what you've wanted since you were a kid. You can't quit... ",17,"No, it's true. I think I was eight, maybe nine, and all I wanted to do was join the Junior Ranger Scouts￼.",,
59,Thank you for the opportunity. ,21,"Thank you for the opportunity, ",,
======,Scene 59 is aligned with chapter 21,===========,=============,59,21
60,A dozen carrots. ,20,"I am so nervous, ",,
60,Thanks! ,1,"Oh yes, ",,
60,Have a nice day. ,22,Have a nice day.,,
60,(to daughter) Come on. ,9,Stop right there! ,,
60,"Hey there, Jude-- Jude the dude, remember that one? How we doin? ",22,"Hey there, Jude—Jude the Dude, remember that one? How we doin'? ",,
